1, 1, 4940
7, 2, 4933
13, 3, 4926
19, 5, 4914
25, 5, 4908
31, 8, 4899
37, 14, 4887
43, 17, 4870
49, 19, 4861
55, 20, 4855
61, 25, 4844
67, 27, 4732
73, 31, 4531
79, 41, 4483
85, 54, 4449
91, 54, 4446
97, 68, 4353
103, 69, 4346
109, 74, 4205
115, 76, 4193
121, 75, 4189
127, 76, 4182
133, 81, 4130
139, 88, 4088
145, 97, 3994
151, 103, 3846
157, 106, 3837
163, 115, 3802
169, 117, 3765
175, 123, 2846
181, 126, 2841
187, 125, 2838
193, 134, 2824
199, 136, 2823
205, 141, 2642
211, 150, 2617
217, 157, 2610
223, 161, 2601
229, 168, 2594
235, 176, 2583
241, 187, 2577
247, 195, 2563
253, 200, 2560
259, 204, 2555
265, 211, 2544
271, 220, 2539
277, 224, 2521
283, 225, 2517
289, 230, 2145
295, 240, 2131
301, 245, 2117
307, 253, 2057
313, 260, 2053
319, 268, 1997
325, 269, 1994
331, 271, 1989
337, 285, 1987
343, 295, 1983
349, 303, 1981
355, 308, 1965
361, 311, 1959
367, 317, 1001
373, 321, 983
379, 327, 981
385, 336, 977
391, 343, 901
397, 352, 901
403, 362, 900
409, 370, 894
415, 384, 850
421, 394, 842
427, 404, 841
433, 406, 841
439, 422, 840
445, 429, 839
451, 434, 839
457, 437, 826
463, 440, 819
469, 451, 774
475, 456, 774
481, 463, 769
487, 472, 769
493, 482, 761
499, 492, 752
505, 502, 743
511, 507, 742
517, 514, 741
523, 520, 740
529, 523, 739
535, 528, 517
541, 530, 516
547, 537, 515
553, 538, 514
559, 542, 513
565, 556, 513
571, 557, 513
577, 557, 513
583, 557, 513
589, 566, 513
595, 570, 513
601, 581, 505
607, 586, 504
613, 597, 503
619, 601, 503
625, 612, 502
631, 616, 499
637, 622, 491
643, 628, 486
649, 639, 486
655, 653, 458
661, 670, 458
667, 679, 458
673, 689, 329
679, 701, 329
685, 711, 329
691, 719, 329
697, 729, 329
703, 732, 329
709, 743, 329
715, 748, 327
721, 751, 327
727, 756, 326
733, 764, 326
739, 772, 322
745, 777, 322
751, 783, 258
757, 784, 258
763, 788, 258
769, 800, 258
775, 805, 258
781, 810, 255
787, 817, 231
793, 823, 229
799, 834, 229
805, 840, 229
811, 846, 229
817, 847, 193
823, 857, 193
829, 859, 193
835, 864, 158
841, 868, 155
847, 869, 155
853, 873, 154
859, 879, 154
865, 882, 153
871, 883, 152
877, 893, 151
883, 909, 151
889, 914, 151
895, 916, 151
901, 920, 151
907, 921, 151
913, 924, 151
919, 932, 146
925, 936, 144
931, 941, 143
937, 948, 142
943, 956, 142
949, 956, 141
955, 961, 141
961, 962, 140
967, 964, 140
973, 976, 140
979, 978, 140
985, 985, 137
991, 992, 137
997, 1010, 137
1003, 1016, 137
1009, 1019, 137
1015, 1023, 137
1021, 1029, 137
1027, 1029, 136
1033, 1033, 136
1039, 1043, 136
1045, 1048, 136
1051, 1050, 136
1057, 1053, 136
1063, 1056, 136
1069, 1060, 136
1075, 1073, 123
1081, 1076, 123
1087, 1087, 111
1093, 1092, 111
1099, 1096, 111
1105, 1100, 110
1111, 1111, 110
1117, 1115, 110
1123, 1118, 110
1129, 1128, 110
1135, 1135, 110
1141, 1137, 110
1147, 1145, 110
1153, 1148, 110
1159, 1157, 107
1165, 1163, 107
1171, 1164, 107
1177, 1182, 107
1183, 1189, 107
1189, 1195, 107
1195, 1198, 107
1201, 1199, 107
1207, 1202, 107
1213, 1202, 107
1219, 1208, 105
1225, 1210, 105
1231, 1213, 105
1237, 1216, 103
1243, 1220, 103
1249, 1224, 103
1255, 1230, 94
1261, 1236, 94
1267, 1242, 94
1273, 1245, 94
1279, 1248, 94
1285, 1248, 94
1291, 1251, 94
1297, 1253, 94
1303, 1258, 94
1309, 1259, 94
1315, 1262, 94
1321, 1266, 94
1327, 1270, 93
1333, 1273, 93
1339, 1275, 93
1345, 1277, 92
1351, 1277, 92
1357, 1283, 91
1363, 1292, 91
1369, 1297, 91
1375, 1297, 91
1381, 1298, 90
1387, 1303, 90
1393, 1308, 90
1399, 1313, 90
1405, 1315, 90
1411, 1317, 90
1417, 1328, 90
1423, 1341, 90
1429, 1355, 90
1435, 1361, 90
1441, 1367, 90
1447, 1374, 90
1453, 1375, 90
1459, 1375, 90
1465, 1375, 90
1471, 1376, 90
1477, 1381, 90
1483, 1386, 90
1489, 1386, 90
1495, 1391, 89
1501, 1398, 89
1507, 1399, 88
1513, 1405, 75
1519, 1407, 75
1525, 1405, 75
